Company Names,Cars Names,Engines,CC/Battery Capacity,HorsePower,Total Speed,Performance(0 - 100 )KM/H,Cars Prices,Fuel Types,Seats,Torque,Parsed Price,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
Volkswagen,ID. Buzz Cargo Pro,Electric,77 kWh,204 hp,145 km/h,10.2 sec,"$55,000 ",Electric,2,310 Nm,55.0,Volkswagen ID. Buzz Cargo EV,Volkswagen ID. Buzz,Volkswagen ID. Buzz Pro,Volkswagen ID. Buzz Cargo,Volkswagen ID.3 GTX
Volkswagen,Arteon 280 TSI,2.0L I4 Turbo,1984 cc,280 hp,250 km/h,5.6 sec,"$50,000 ",Petrol,5,350 Nm,50.0,Volkswagen Arteon R-Line,Volkswagen Golf TCR,Volkswagen Arteon,Volkswagen Arteon Shooting Brake,Volkswagen Jetta GLI 35th
Volkswagen,Jetta GLI 35th,2.0L I4 Turbo,1984 cc,228 hp,250 km/h,6.5 sec,"$31,000 ",Petrol,5,350 Nm,31.0,Volkswagen Jetta GLI,Volkswagen Arteon 280 TSI,Volkswagen Scirocco GTS,Volkswagen Golf TCR,Volkswagen Passat CC
Volkswagen,Beetle Final Edition,2.0L I4 Turbo,1984 cc,174 hp,205 km/h,7.0 sec,"$25,000 ",Petrol,4,250 Nm,25.0,Volkswagen Beetle,Volkswagen Golf R Cabriolet,Volkswagen Scirocco GTS,Volkswagen T-Roc Cabriolet,Volkswagen Beetle Dune
Volkswagen,Golf Variant TDI,2.0L Diesel I4,1968 cc,150 - 184 hp,220 km/h,7.8 sec,"$30,000 ",Diesel,5,350 Nm,30.0,Volkswagen Golf TDI,Volkswagen Sharan Business,Volkswagen Passat Alltrack TDI,Volkswagen Golf Variant Alltrack,Volkswagen Golf Variant GTD
Volkswagen,Golf 4MOTION,2.0L Diesel I4,1968 cc,150 - 184 hp,250 km/h,4.9 sec,"$40,000 ",Petrol,5,400 Nm,40.0,Volkswagen Passat Alltrack TDI,Volkswagen Tiguan R-Line,Volkswagen Touareg V8,Volkswagen Polo GTI R5,Volkswagen Golf Variant Alltrack
Volkswagen,Jetta SportWagen,1.4L I4 Turbo / 2.0L Diesel I4,1395 cc / 1968 cc,147 - 150 hp,200 km/h,8.5 sec,"$27,000 ",Petrol,5,250 Nm,27.0,Volkswagen Golf,Volkswagen T-Cross R-Line,Volkswagen Passat B8,Volkswagen Passat B7,Volkswagen Jetta
Volkswagen,Polo GTI Plus,2.0L I4 Turbo,1984 cc,207 hp,237 km/h,6.7 sec,"$30,000 ",Petrol,5,320 Nm,30.0,Volkswagen Polo GTI Clubsport,Volkswagen Polo GTI,Volkswagen Tiguan R-Line,Volkswagen Arteon Shooting Brake,Volkswagen Jetta GLI
Volkswagen,Touareg V6,3.0L V6 Turbo Diesel / Gasoline,2967 cc,231 - 340 hp,235 km/h,7.5 sec,"$60,000 ",Petrol,5,450 Nm,60.0,Volkswagen Golf Variant,Volkswagen Jetta SportWagen,Peugeot 3008 GT,Jaguar Land Rover Jaguar XF Portfolio AWD,Peugeot 3008
Volkswagen,Tiguan eHybrid,1.4L I4 Turbo + Electric Motor,1395 cc + Battery,245 hp,200 km/h,7.5 sec,"$42,000 ",Hybrid,5,400 Nm,42.0,Volkswagen Jetta Hybrid,Volkswagen Jetta Hybrid,TOYOTA VENZA,Volkswagen Passat Hybrid,Volkswagen Golf Variant
Volkswagen,Up! e-up!,Electric,32.3 kWh,83 hp,130 km/h,11.9 sec,"$23,000 ",Electric,4,210 Nm,23.0,Volkswagen ID.3 Pro,Volkswagen ID. Buzz Cargo,Volkswagen ID. Buzz,Volkswagen ID.2,Volkswagen Golf Electric
Volkswagen,Amarok V8,4.0L V8 Turbo Diesel,3996 cc,310 - 340 hp,210 km/h,7.4 sec,"$70,000 ",Diesel,5,580 Nm,70.0,Volkswagen Amarok V6,Volkswagen Amarok,Volkswagen Passat Hybrid,Volkswagen Golf Variant GTD,Volkswagen Golf TDI
Volkswagen,Golf R Cabriolet,2.0L I4 Turbo,1984 cc,265 hp,250 km/h,5.9 sec,"$45,000 ",Petrol,4,380 Nm,45.0,Volkswagen Scirocco GTS,Volkswagen Beetle Final Edition,Volkswagen Arteon R-Line,Volkswagen Polo GTI Plus,Volkswagen Jetta GLI 35th
Volkswagen,Passat Alltrack TDI,2.0L Diesel I4,1968 cc,190 hp,220 km/h,8.0 sec,"$40,000 ",Diesel,5,400 Nm,40.0,Volkswagen Golf TDI,Volkswagen Passat Alltrack,Volkswagen Golf Variant GTD,Volkswagen Golf 4MOTION,Volkswagen Golf Variant TDI
Volkswagen,ID. Buzz Cargo EV,Electric,77 kWh,204 hp,145 km/h,10.2 sec,"$55,000 ",Electric,2,310 Nm,55.0,Volkswagen ID. Buzz Cargo Pro,Volkswagen ID. Buzz,Volkswagen ID. Buzz Pro,Volkswagen ID. Buzz Cargo,Volkswagen ID.3 GTX
Nissan,Versa,1.6L Inline-4,1598 cc,122 HP,180 km/h,10.4 sec,"$16,700 ",Petrol,5,154 Nm,16.0,Nissan Tiida,Nissan Kicks,Nissan Terrano XL,Nissan Juke,Nissan Sunny
Nissan,Micra,1.0L Turbocharged Inline-3,999 cc,100 HP,175 km/h,10.8 sec,"$15,500 ",Petrol,5,160 Nm,15.0,Nissan Magnite,Nissan Almera,Nissan Almera Tino,Nissan Wingroad,Nissan Juke
Nissan,Patrol Platinum,5.6L V8,5552 cc,400 HP,210 km/h,7.3 sec,"$77,000 ",Petrol,7,560 Nm,77.0,Nissan Patrol,Nissan Pathfinder Armada,Nissan Patrol Desert Edition,Nissan Patrol Black Edition,Nissan Patrol Royale
Nissan,Qashqai,1.3L Turbocharged Inline-4,1332 cc,156 HP,195 km/h,8.9 sec,"$26,000 ",Petrol,5,260 Nm,26.0,BMW 118i XDRIVE,Nissan Kicks,Nissan Paladin,Nissan Sunny NISMO Edition,Nissan Leopard
Nissan,Murano,3.5L V6,3498 cc,260 HP,210 km/h,7.5 sec,"$39,000 ",Petrol,5,325 Nm,39.0,Nissan Sunny NISMO Edition,Nissan Murano CrossCabriolet,Nissan Maxima Platinum,Nissan President,Nissan Avenir
Nissan,Maxima Platinum,3.5L V6,3498 cc,300 HP,220 km/h,6.2 sec,"$45,000 ",Petrol,5,353 Nm,45.0,Nissan Infiniti Q45*,Nissan Murano,Nissan Almera,Nissan Pulsar,Nissan Tiida
Nissan,Armada,5.6L V8,5552 cc,400 HP,210 km/h,6.5 sec,"$51,000 ",Petrol,8,560 Nm,51.0,Nissan Armada Platinum,Nissan Infiniti QX80*,Nissan Patrol Titanium,Nissan Patrol Black Edition,Nissan Patrol Desert Edition
Nissan,Kicks,1.6L Inline-4,1598 cc,122 HP,180 km/h,10.7 sec,"$20,000 ",Petrol,5,154 Nm,20.0,Nissan Tiida,Nissan Versa,Nissan Pulsar,Nissan Lucino,Nissan Terrano XL
Nissan,X-Trail,1.5L Turbocharged Inline-3,1498 cc,201 HP,200 km/h,8.0 sec,"$29,000 ",Hybrid,5,305 Nm,29.0,Nissan X-Trail Platinum Edition,Nissan X-Trail Tekna,Nissan Cima,Nissan X-Trail Hybrid,KIA SPORTAGE 2024(HYBRID AWD)
Nissan,Z (Fairlady Z),3.0L Twin-Turbo V6,2997 cc,400 HP,250 km/h,4.5 sec,"$40,000 ",Petrol,2,475 Nm,40.0,Nissan Fairlady Z Heritage,Nissan Skyline 50th Anniversary,Nissan Skyline 400R,Nissan Skyline NISMO,Nissan GT-R50 by Italdesign
Nissan,Almera,1.0L Turbocharged Inline-3,999 cc,100 HP,185 km/h,10.7 sec,"$14,500 ",Petrol,5,160 Nm,14.0,Nissan Micra,Nissan Magnite,Nissan Pulsar,Nissan Kicks,Nissan Juke
Nissan,Sylphy,1.8L Inline-4,1798 cc,137 HP,190 km/h,9.6 sec,"$18,000 ",Petrol,5,174 Nm,18.0,Nissan Wingroad,Nissan Cube,Nissan Violet,Nissan Stanza,Nissan Primera
Nissan,Note,1.2L Inline-3 Hybrid,1198 cc,109 HP,170 km/h,11.5 sec,"$16,000 ",Hybrid,5,150 Nm,16.0,Nissan Lucino,Nissan X-Trail Tekna,Nissan X-Trail Hybrid,Nissan Presea,Nissan X-Trail
Nissan,Sunny,1.6L Inline-4,1598 cc,118 HP,180 km/h,11.0 sec,"$15,000 ",Petrol,5,156 Nm,15.0,Nissan Sunny California,Nissan Terrano XL,Nissan Tiida,Nissan Stanza,Nissan Versa
Nissan,Cube,1.8L Inline-4,1798 cc,122 HP,175 km/h,10.6 sec,"$14,500 ",Petrol,5,171 Nm,14.0,Nissan Hardbody Truck,Nissan Paladin,Nissan Wingroad,Nissan Presea,Nissan Sylphy
Nissan,Juke,1.0L Turbocharged Inline-3,999 cc,117 HP,180 km/h,10.4 sec,"$25,000 ",Petrol,5,180 Nm,25.0,Nissan Versa,Nissan Bluebird Z,Nissan Almera,Nissan Micra,Nissan Magnite
Nissan,Terrano,1.5L Inline-4 Diesel,1461 cc,110 HP,168 km/h,13.5 sec,"$15,500 ",Diesel,5,248 Nm,15.0,Nissan Navara,Nissan Laurel,Nissan Evalia,Nissan Terrano II,Nissan NT400 Cabstar
Nissan,Magnite,1.0L Turbocharged Inline-3,999 cc,100 HP,160 km/h,13.0 sec,"$12,000 ",Petrol,5,160 Nm,12.0,Nissan Micra,Nissan Almera,Nissan Juke,Nissan Almera Tino,Nissan Rasheen
Nissan,Xterra,4.0L V6,3954 cc,261 HP,200 km/h,7.8 sec,"$35,000 ",Petrol,7,381 Nm,35.0,Nissan NV200,Nissan Stanza Wagon,Nissan Patrol Legend Edition,Nissan Elgrand,Nissan Patrol
Nissan,Patrol,5.6L V8,5552 cc,400 HP,210 km/h,7.3 sec,"$77,000 ",Petrol,7,560 Nm,77.0,Nissan Patrol Platinum,Nissan Pathfinder Armada,Nissan Patrol Desert Edition,Nissan Patrol Black Edition,Nissan Patrol Titanium
Nissan,GT-R NISMO,3.8L Twin-Turbo V6,3799 cc,600 HP,330 km/h,2.9 sec,"$220,000 ",Petrol,2,652 Nm,220.0,Nissan GT-R V-Spec,Nissan GT-R Black Edition,Nissan GT-R Egoist,Nissan GT-R50 by Italdesign,LAMBORGHINI AVENTADOR S
Nissan,370Z Roadster,3.7L V6,3696 cc,332 HP,250 km/h,5.5 sec,"$41,820 ",Petrol,2,366 Nm,41.0,Nissan Infiniti G37*,Nissan 370Z NISMO,Nissan GT-R V-Spec,Nissan Z (Fairlady Z),Mazda RX-7 Spirit R
Nissan,Ariya ,Dual Electric Motors,87 kWh,389 HP,200 km/h,5.1 sec,"$58,950 ",Electric,5,600 Nm,58.0,Nissan Ariya E-4ORCE,Nissan Ariya Dual Motor AWD,Nissan Ariya Empower+,Nissan Ariya Lounge Edition,Nissan Ariya Premiere
Nissan,Patrol Royale,5.6L V8,5552 cc,400 HP,210 km/h,6.6 sec,"$85,000 ",Petrol,7,560 Nm,85.0,Nissan Patrol Black Edition,Nissan Patrol NISMO,Nissan Pathfinder Armada Platinum,Nissan Patrol Titanium,Nissan Infiniti QX80*
Nissan,Infiniti QX80*,5.6L V8,5552 cc,400 HP,210 km/h,6.5 sec,"$70,600 ",Petrol,7,560 Nm,70.0,Nissan Patrol Black Edition,Nissan Patrol Titanium,Nissan Patrol NISMO,Nissan Pathfinder Armada,Nissan Patrol Desert Edition
Nissan,Tiida,1.6L Inline-4,1598 cc,126 HP,190 km/h,10.1 sec,"$14,500 ",Petrol,5,154 Nm,14.0,Nissan Kicks,Nissan Versa,Nissan Lucino,Nissan Sunny California,Nissan Sunny
Nissan,Pulsar,1.2L Turbocharged Inline-4,1197 cc,115 HP,190 km/h,10.7 sec,"$19,000 ",Petrol,5,190 Nm,19.0,Nissan Primera,Nissan Cedric,Nissan Almera,Nissan Kicks,Nissan Maxima Platinum
Nissan,Latio,1.5L Inline-4,1498 cc,102 HP,175 km/h,11.5 sec,"$13,000 ",Petrol,5,139 Nm,13.0,Nissan Rasheen,Nissan AD Wagon,Nissan Presea,Nissan Skyline 50th Anniversary,Nissan Hardbody Truck
Nissan,Bluebird Sylphy,2.0L Inline-4,1997 cc,133 HP,185 km/h,10.5 sec,"$18,500 ",Petrol,5,191 Nm,18.0,Nissan Primera,Nissan Lucino,Nissan Bluebird Z,Nissan Rogue Sport,Nissan Rogue Sport SL
Nissan,March,1.2L Inline-3,1198 cc,79 HP,170 km/h,13.7 sec,"$12,000 ",Petrol,5,106 Nm,12.0,Nissan Rogue Sport SL,Nissan Paladin,Nissan Hardbody SUV,Nissan Juke,Nissan Cube
Nissan,Rogue Sport,2.0L Inline-4,1997 cc,141 HP,190 km/h,9.8 sec,"$24,960 ",Petrol,5,199 Nm,24.0,Nissan Avenir,Nissan Bluebird Sylphy,Nissan Rogue Sport SL,Nissan Bluebird Z,Nissan Prairie
Nissan,X-Trail Hybrid,2.0L Inline-4 Hybrid,1997 cc,179 HP,180 km/h,9.4 sec,"$28,500 ",Hybrid,5,207 Nm,28.0,Nissan Qashqai e-Power,Nissan X-Trail,Nissan X-Trail Platinum Edition,Nissan Qashqai Tekna,Nissan X-Trail Tekna
Nissan,Pathfinder Rock Creek,3.5L V6,3498 cc,284 HP,190 km/h,7.4 sec,"$42,820 ",Petrol,7,351 Nm,42.0,Nissan Pathfinder Rock Creek Edition,Nissan Elgrand,Nissan Patrol NISMO,Nissan X-Terra Pro-4X,Nissan Patrol Black Edition
Nissan,Armada Platinum,5.6L V8,5552 cc,400 HP,210 km/h,6.5 sec,"$65,300 ",Petrol,8,560 Nm,65.0,Nissan Armada,Nissan Patrol Black Edition,Nissan Patrol NISMO,Nissan Patrol Titanium,Nissan Infiniti QX80*
Nissan,Terrano XL,1.6L Inline-4,1598 cc,104 HP,165 km/h,12.5 sec,"$14,000 ",Petrol,5,145 Nm,14.0,Mazda 323F,Nissan Kicks,Nissan Versa,Mazda 818,Nissan Lucino
Nissan,GT-R50 by Italdesign,3.8L Twin-Turbo V6,3799 cc,720 HP,315 km/h,2.5 sec,"$1,100,000 ",Petrol,2,780 Nm,1.0,Nissan GT-R Egoist,Nissan GT-R NISMO,Nissan GT-R Black Edition,Nissan GT-R V-Spec,Bugatti La Voiture Noire
Nissan,370Z NISMO,3.7L V6,3696 cc,350 HP,250 km/h,5.2 sec,"$45,790 ",Petrol,2,374 Nm,45.0,Nissan 370Z Roadster,Nissan NV2500,Nissan GT-R Egoist,Nissan R390 GT1 Road Car,Nissan GT-R NISMO
Nissan,Ariya E-4ORCE,Dual Electric Motors,87 kWh,389 HP,200 km/h,5.1 sec,"$60,000 ",Electric,5,600 Nm,60.0,Nissan Ariya ,Nissan Ariya Dual Motor AWD,Nissan Ariya Empower+,Nissan Ariya Lounge Edition,Nissan Ariya Premiere
Nissan,Patrol NISMO,5.6L V8,5552 cc,428 HP,210 km/h,6.5 sec,"$105,000 ",Petrol,7,560 Nm,105.0,Nissan Patrol Black Edition,Nissan Patrol Titanium,Nissan Pathfinder Armada,Nissan Patrol Desert Edition,Nissan Infiniti QX80*
Nissan,Infiniti Q60*,3.0L V6 Twin-Turbo,2997 cc,300 HP,250 km/h,5.0 sec,"$41,750 ",Petrol,4,400 Nm,41.0,Nissan Skyline,Nissan Datsun 510 (Classic),Nissan NX Coupe,Nissan 100NX,Nissan 300ZX Turbo
Nissan,Primera,2.0L Inline-4,1998 cc,140 HP,200 km/h,9.6 sec,"$20,000 ",Petrol,5,190 Nm,20.0,Nissan Pulsar,Nissan Sylphy,Nissan Rogue Sport SL,Nissan Bluebird Z,Nissan Cedric
Nissan,Skyline,3.0L V6 Twin-Turbo,2997 cc,400 HP,250 km/h,5.0 sec,"$50,000 ",Petrol,5,475 Nm,50.0,Nissan Skyline NISMO,Nissan Skyline 50th Anniversary,Nissan Skyline 400R,Nissan Infiniti Q60*,Nissan Rogue Sport SL
Nissan,Cedric,2.0L Inline-6,1998 cc,150 HP,190 km/h,10.5 sec,"$22,000 ",Petrol,5,190 Nm,22.0,Nissan Bluebird Sylphy,Nissan Primera,Nissan Lucino,Nissan Pulsar,Nissan Murano
Nissan,Gloria,2.5L V6,2498 cc,210 HP,210 km/h,8.6 sec,"$30,000 ",Petrol,5,250 Nm,30.0,Mazda Millenia S,KIA SPORTAGE EX,Nissan Almera,TOYOTA COROLLA HATCHBACK XSE,Peugeot 508 Allure
Nissan,Stanza,1.8L Inline-4,1796 cc,120 HP,175 km/h,11.0 sec,"$18,500 ",Petrol,5,170 Nm,18.0,Nissan Prairie,Nissan Bluebird Z,Mazda Familia Astina,Nissan Hardbody SUV,Mazda Protegé
Nissan,Patrol Super Safari,4.8L Inline-6,4750 cc,280 HP,190 km/h,8.2 sec,"$55,000 ",Petrol,7,451 Nm,55.0,Nissan Patrol Super Safari Y61,Peugeot 5008 GT,Nissan Elgrand,Nissan Rogue Midnight Edition,Nissan Pathfinder Armada
Nissan,Pathfinder Hybrid,2.5L Inline-4 Hybrid,2488 cc,250 HP,190 km/h,7.7 sec,"$42,500 ",Hybrid,7,329 Nm,42.0,Nissan Serena e-Power,Nissan Stanza Wagon,Nissan Patrol Super Safari Y61,Nissan Patrol Warrior,Nissan NV200
Nissan,X-Terra Pro-4X,2.5L Inline-4,2498 cc,190 HP,175 km/h,10.8 sec,"$40,000 ",Petrol,7,240 Nm,40.0,Nissan Elgrand,Nissan NV200,Nissan Xterra,Nissan Patrol,Nissan Patrol Royale
Nissan,Rogue Platinum,1.5L Turbo Inline-3,1497 cc,201 HP,180 km/h,8.2 sec,"$38,000 ",Petrol,5,300 Nm,38.0,Nissan Rogue Midnight Edition,Nissan Skyline,Nissan Sunny,Nissan Bluebird Sylphy,Nissan Latio
Nissan,Qashqai Tekna,1.3L Turbo Hybrid Inline-4,1332 cc,158 HP,190 km/h,9.2 sec,"$36,000 ",Hybrid,5,270 Nm,36.0,Jeep Renegade 4xe,Nissan X-Trail Platinum Edition,Jeep Compass 4xe,Nissan Note,Nissan X-Trail Tekna
Nissan,GT-R V-Spec,3.8L Twin-Turbo V6,3799 cc,600 HP,330 km/h,2.8 sec,"$175,000 ",Petrol,2,652 Nm,175.0,Nissan GT-R Black Edition,Nissan GT-R Egoist,Nissan GT-R NISMO,Nissan GT-R50 by Italdesign,Nissan Fairlady Z Heritage
Nissan,Skyline NISMO,3.0L Twin-Turbo V6,2997 cc,420 HP,270 km/h,4.7 sec,"$55,000 ",Petrol,5,475 Nm,55.0,Nissan Skyline 50th Anniversary,Nissan Skyline 400R,Nissan Skyline,Nissan Z (Fairlady Z),Nissan Fairlady Z Heritage
Nissan,Ariya Lounge Edition,Dual Electric Motors,87 kWh,389 HP,200 km/h,5.1 sec,"$63,000 ",Electric,5,600 Nm,63.0,Nissan Ariya ,Nissan Ariya E-4ORCE,Nissan Ariya Dual Motor AWD,Nissan Ariya Empower+,Nissan Ariya Premiere
Nissan,Patrol Titanium,5.6L V8,5552 cc,428 HP,210 km/h,6.5 sec,"$98,000 ",Petrol,7,560 Nm,98.0,Nissan Patrol Black Edition,Nissan Patrol NISMO,Nissan Pathfinder Armada,Nissan Patrol Desert Edition,Nissan Infiniti QX80*
Nissan,Infiniti FX50*,5.0L V8,5026 cc,390 HP,250 km/h,5.6 sec,"$61,750 ",Petrol,5,500 Nm,61.0,Nissan AD Wagon,Nissan Leopard,Nissan Violet,Nissan Hardbody Truck,MERCEDES BENZ S-CLASS S 350
Nissan,Avenir,2.0L Inline-4,1998 cc,140 HP,180 km/h,9.8 sec,"$20,000 ",Petrol,5,186 Nm,20.0,Nissan Rogue Sport,Nissan Bluebird Sylphy,Nissan Rogue Sport SL,Nissan Bluebird Z,Nissan Prairie
Nissan,Wingroad,1.8L Inline-4,1798 cc,125 HP,175 km/h,10.8 sec,"$18,000 ",Petrol,5,168 Nm,18.0,Nissan Almera Tino,Nissan Violet,Nissan Stanza,Nissan Cube,Nissan Micra
Nissan,Presea,1.8L Inline-4,1838 cc,115 HP,170 km/h,11.5 sec,"$17,500 ",Petrol,5,161 Nm,17.0,Nissan Wingroad,Nissan Almera Tino,Nissan Stanza,Nissan Latio,Nissan Violet
Nissan,Leopard,3.0L V6,2960 cc,210 HP,200 km/h,8.4 sec,"$32,000 ",Petrol,5,265 Nm,32.0,Nissan Cedric Special Edition,Mazda Sentia,Nissan Cube,Nissan Cedric,Nissan Paladin
Nissan,Sunny NISMO Edition,1.6L Turbo Inline-4,1598 cc,190 HP,200 km/h,7.5 sec,"$24,000 ",Petrol,5,240 Nm,24.0,Nissan Murano,Nissan President,Nissan Cherry,Nissan Cube,Nissan Prairie
Nissan,Paladin,2.4L Inline-4,2438 cc,150 HP,180 km/h,10.6 sec,"$20,000 ",Petrol,5,217 Nm,20.0,Nissan Hardbody Truck,Nissan Cube,Nissan Rogue Sport SL,Nissan Kicks,Nissan Juke
Nissan,Hardbody SUV,2.5L Inline-4,2498 cc,158 HP,175 km/h,11.0 sec,"$18,500 ",Petrol,5,225 Nm,18.0,Nissan Sunny California,Nissan Bluebird Z,Nissan Sunny,Ford Territory,Nissan Prairie
Nissan,Patrol Desert Edition,5.6L V8,5552 cc,428 HP,210 km/h,6.5 sec,"$95,000 ",Petrol,7,560 Nm,95.0,Nissan Patrol Black Edition,Nissan Pathfinder Armada,Nissan Patrol NISMO,Nissan Infiniti QX80*,Nissan Patrol Titanium
Nissan,Pathfinder Armada,5.6L V8,5552 cc,400 HP,200 km/h,6.5 sec,"$60,000 ",Petrol,7,560 Nm,60.0,Nissan Patrol Black Edition,Nissan Patrol Desert Edition,Nissan Patrol NISMO,Nissan Infiniti QX80*,Nissan Patrol Titanium
Nissan,Rogue Midnight Edition,1.5L Turbo Inline-3,1497 cc,201 HP,180 km/h,8.2 sec,"$39,000 ",Petrol,5,300 Nm,39.0,Nissan Rogue Platinum,Nissan Skyline,Nissan AD Wagon,Nissan Bluebird Sylphy,Nissan Latio
Nissan,GT-R Black Edition,3.8L Twin-Turbo V6,3799 cc,600 HP,330 km/h,2.8 sec,"$185,000 ",Petrol,2,652 Nm,185.0,Nissan GT-R V-Spec,Nissan GT-R Egoist,Nissan GT-R NISMO,Nissan GT-R50 by Italdesign,LAMBORGHINI AVENTADOR LP 780-4 ULTIMATE
Nissan,Fairlady Z Heritage,3.0L Twin-Turbo V6,2997 cc,400 HP,250 km/h,4.2 sec,"$48,000 ",Petrol,2,475 Nm,48.0,Nissan Z (Fairlady Z),Nissan Skyline 400R,Nissan Skyline 50th Anniversary,Nissan Skyline NISMO,Nissan 280ZX
Nissan,Skyline GT-R R34,2.6L Twin-Turbo Inline-6,2568 cc,276 HP,250 km/h,5.6 sec,"$70,000 ",Petrol,4,392 Nm,70.0,Nissan Silvia S15 Spec-R,Nissan Infiniti FX50*,TOYOTA TOYOTA  GR86,Nissan 180SX,Nissan Figaro
Nissan,Ariya Premiere,Dual Electric Motors,87 kWh,389 HP,200 km/h,5.1 sec,"$67,000 ",Electric,5,600 Nm,67.0,Nissan Ariya ,Nissan Ariya E-4ORCE,Nissan Ariya Lounge Edition,Nissan Ariya Dual Motor AWD,Nissan Ariya Empower+
Nissan,Infiniti QX55*,2.0L VC-Turbo Inline-4,1997 cc,268 HP,230 km/h,6.5 sec,"$50,000 ",Petrol,5,380 Nm,50.0,Nissan Gloria Gran Turismo,Nissan Leopard J. Ferie,Nissan Skyline 50th Anniversary,Nissan Titan Warrior,Nissan Sylphy
Nissan,NV350 Caravan,2.5L Inline-4 Diesel,2488 cc,129 HP,155 km/h,12.5 sec,"$28,000 ",Diesel,8,356 Nm,28.0,Nissan Mistral,Nissan Caravan Coach,Nissan Laurel,Nissan Cabstar,Nissan Urvan
Nissan,Navara,2.3L Inline-4 Diesel,2298 cc,190 HP,180 km/h,10.2 sec,"$32,000 ",Diesel,5,450 Nm,32.0,Nissan Terrano,Nissan NV400,Nissan Terrano II,Nissan Infiniti Q45*,Nissan Laurel
Nissan,Titan XD,5.6L V8,5552 cc,400 HP,195 km/h,6.9 sec,"$55,000 ",Petrol,6,560 Nm,55.0,Nissan Patrol Titanium,Nissan Titan Warrior,Nissan Patrol Desert Edition,Nissan Pathfinder Armada,Nissan Patrol NISMO
Nissan,Evalia,1.5L Inline-4 Diesel,1461 cc,85 HP,140 km/h,15.0 sec,"$25,000 ",Diesel,7,200 Nm,25.0,Nissan Caravan Coach,Nissan NV400,Nissan Patrol Y60,Nissan NT400 Cabstar,Nissan Terrano
Nissan,Cabstar,2.5L Inline-4 Diesel,2488 cc,130 HP,145 km/h,14.8 sec,"$27,000 ",Diesel,3,350 Nm,27.0,Nissan NT400 Cabstar,Peugeot Boxer L2H2,Nissan Atlas,Nissan NV400,Nissan NV350 Caravan
Nissan,Cherry,1.4L Inline-4,1397 cc,67 HP,145 km/h,14.0 sec,"$14,000 ",Petrol,5,110 Nm,14.0,Nissan Rogue Sport SL,Nissan Sylphy,Nissan Paladin,Nissan Hardbody SUV,Nissan Rogue Midnight Edition
Nissan,Laurel,2.8L Inline-6 Diesel,2825 cc,94 HP,160 km/h,12.5 sec,"$22,000 ",Diesel,5,184 Nm,22.0,Nissan Terrano,Nissan Mistral,Nissan Terrano XL,Nissan Navara,Nissan Almera Tino
Nissan,Silvia,2.0L Turbo Inline-4,1998 cc,247 HP,235 km/h,5.9 sec,"$45,000 ",Petrol,4,275 Nm,45.0,Nissan 180SX,Nissan 200SX,Nissan 300ZX,Nissan 200SX,Nissan 300ZX Turbo
Nissan,NX Coupe,2.0L Inline-4,1998 cc,140 HP,200 km/h,9.0 sec,"$22,000 ",Petrol,4,180 Nm,22.0,Nissan NX Coupe,Nissan Rogue Sport SL,Nissan Bluebird Z,Nissan 180SX,Nissan Avenir
Nissan,AD Wagon,1.5L Inline-4,1498 cc,105 HP,165 km/h,12.3 sec,"$16,000 ",Petrol,5,150 Nm,16.0,Nissan Lucino,Nissan Rasheen,Nissan Latio,Nissan Leopard,Nissan Sunny NISMO Edition
Nissan,Patrol Super Safari Y61,4.8L Inline-6,4750 cc,280 HP,190 km/h,8.2 sec,"$58,000 ",Petrol,7,451 Nm,58.0,Nissan Patrol Super Safari,Nissan Xterra,Nissan Patrol Warrior,Nissan Patrol Legend Edition,Nissan Elgrand
Nissan,Pathfinder Rock Creek Edition,3.5L V6,3498 cc,284 HP,195 km/h,7.2 sec,"$44,000 ",Petrol,7,351 Nm,44.0,Nissan Pathfinder Rock Creek,Nissan Elgrand,NISSAN PATHFINDER,Nissan Murano,Nissan Maxima Platinum
Nissan,Terrano II,2.7L Inline-4 Diesel,2664 cc,125 HP,160 km/h,12.9 sec,"$28,000 ",Diesel,5,278 Nm,28.0,Nissan Laurel,Nissan Navara,Nissan Terrano,Nissan Cherry,Mitsubishi L200 Barbarian X
Nissan,Murano CrossCabriolet,3.5L V6,3498 cc,260 HP,195 km/h,7.6 sec,"$47,000 ",Petrol,4,325 Nm,47.0,Nissan Murano,Nissan Pathfinder Rock Creek Edition,Nissan 200SX,Nissan 300ZX Turbo,Nissan Elgrand
Nissan,X-Trail Tekna,1.5L Turbo Hybrid,1497 cc,204 HP,190 km/h,8.0 sec,"$43,000 ",Hybrid,5,305 Nm,43.0,Nissan X-Trail Platinum Edition,Nissan X-Trail,Nissan Qashqai e-Power,Nissan X-Trail Hybrid,Nissan Qashqai Tekna
Nissan,GT-R LM NISMO,3.0L Twin-Turbo V6 Hybrid,3000 cc,500 HP,320 km/h,3.0 sec,"$600,000 ",Hybrid,2,650 Nm,600.0,Acura NSX GT3 (Track Version),Nissan 370Z Roadster,Nissan 370Z NISMO,LAMBORGHINI HURACAN STO EVO,Nissan Note
